log file;data\QHamster_data_24-Nov-2023_19-53-18-724_CET.csv
environment attributes:
reward for a grain;1.0
reward trap;-1.0
transition effort;0.0
arena:
MMMMMMMMMMMMMMM
M20000000M0100M
M00000M000000FM
M0100FM00M0000M
MMMMMMM00MMMMMM
M00000M0000100M
M00000000M0000M
MH0000M00M0000M
M00000M00M010FM
MMMMMMMMMMMMMMM
agent class;QHamster
learning parameter:
GAMMA;0.8
EPSILON;0.2
start;24-Nov-2023_19-53-18-739_CET
0;5.0;0.8;
0;10.0;1.2;
0;15.0;1.0;
0;20.0;1.0;
0;25.0;1.0;
0;30.0;1.0;
0;35.0;1.0;
0;40.0;1.0;
0;45.0;1.0;
0;50.0;1.0;
0;55.0;1.0;
0;60.0;1.0;
0;65.0;1.0;
0;70.0;1.0;
0;75.0;1.0;
0;80.0;1.0;
0;85.0;1.0;
0;90.0;1.2;
0;95.0;1.0;
0;100.0;1.0;
0;105.0;1.0;
0;110.0;1.0;
0;115.0;1.0;
0;120.0;1.0;
0;125.0;1.0;
0;130.0;1.0;
0;135.0;1.0;
0;140.0;1.0;
0;145.0;1.0;
0;150.0;1.0;
0;155.0;1.0;
0;160.0;1.0;
0;165.0;1.0;
0;170.0;1.0;
0;175.0;1.0;
0;180.0;1.0;
0;185.0;1.0;
0;190.0;1.0;
0;195.0;1.0;
0;200.0;1.0;
0;205.0;1.0;
0;210.0;1.0;
0;215.0;1.0;
0;220.0;1.0;
0;225.0;1.0;
0;230.0;1.0;
0;235.0;1.0;
0;240.0;1.0;
0;245.0;1.0;
0;250.0;1.0;
0;255.0;1.0;
0;260.0;1.0;
0;265.0;1.0;
0;270.0;1.0;
0;275.0;1.0;
0;280.0;1.0;
0;285.0;1.0;
0;290.0;1.0;
0;295.0;1.0;
0;300.0;1.0;
0;305.0;1.0;
0;310.0;1.0;
0;315.0;1.0;
0;320.0;1.0;
0;325.0;1.0;
0;330.0;1.0;
0;335.0;1.0;
0;340.0;0.6;
0;345.0;1.0;
0;350.0;1.0;
0;355.0;1.0;
0;360.0;1.0;
0;365.0;1.0;
0;370.0;1.0;
0;375.0;1.0;
0;380.0;1.0;
0;385.0;1.0;
0;390.0;1.0;
0;395.0;1.0;
0;400.0;1.0;
0;405.0;1.0;
0;410.0;1.0;
